layout,variant,robots,seed,success,collision_events,collision_episode,min_separation,path_length,final_error,control_time_ms
random,local_graph,20,18,1,26,1,0.04137954569810878,253.49513930992578,0.4806042529329847,1.4884754181063424
random,global_graph,20,18,1,20,1,0.05557329519051824,270.3668759639283,0.3666235097996599,1.4851345932887245
random,no_edges,20,19,0,36,1,0.0161828315299045,178.9018511408967,0.7442469222143211,1.4713402022607625
random,local_graph,20,19,1,32,1,0.022566041698415612,243.36293687198707,0.4412632433874317,1.4687875634990633
random,global_graph,20,19,1,30,1,0.0043552462649699844,269.4879372247923,0.30659896399512404,1.485668175155297
narrow,no_edges,5,10,0,1,1,0.3517120779508523,47.31228391412571,0.8351407153862913,0.6552059746657809
narrow,local_graph,5,10,0,1,1,0.5710482956694232,46.16356319668237,0.8417788907082404,0.6759360355014602
narrow,global_graph,5,10,1,1,1,0.1669999630972638,90.43102868611865,0.4157158645523567,0.6703425877882788
narrow,no_edges,5,11,0,2,1,0.320858606401145,34.46515122916515,1.6786616542239794,0.6673828853915135
narrow,local_graph,5,11,1,1,1,0.684790358606321,42.05694275692959,0.611061048119804,0.6769030471332371
narrow,global_graph,5,11,1,2,1,0.2733543232571918,41.65903094245195,0.5315730469814199,0.6770106498152018
narrow,no_edges,5,12,1,1,1,0.33774794073292724,38.98795950983542,0.532061390965482,0.6441625339599947
narrow,local_graph,5,12,1,2,1,0.13967911398603347,41.17674640833028,0.5239457155973689,0.6800059675394247
narrow,global_graph,5,12,1,1,1,0.09336732992885573,67.3722278955209,0.3382761471102048,0.6682677388501664
narrow,no_edges,5,13,1,1,1,0.46197968090012786,49.07267791908841,0.48464663164456356,0.6697653870408734
narrow,local_graph,5,13,1,2,1,0.050615287248820647,50.27464375707686,0.5003800129077253,0.6299152446445078
narrow,global_graph,5,13,1,2,1,0.3147224033209236,87.96139849700567,0.3941897240292159,0.6251913223726054
narrow,no_edges,5,14,1,1,1,0.2652551212385582,46.9659919541059,0.4832547209650162,0.6234943847327182
narrow,local_graph,5,14,1,2,1,0.17899323893361105,49.06438307290235,0.48774331124189796,0.6210670282598585
narrow,global_graph,5,14,1,2,1,0.19480381452991707,88.04170406815513,0.445244957879396,0.6277224980294704
narrow,no_edges,5,15,0,2,1,0.15356085937054978,36.08872802762144,0.696384927051208,0.6224558184233805
narrow,local_graph,5,15,0,0,0,1.116079936260631,39.47317132532283,0.6742997659587278,0.6202318065334111
narrow,global_graph,5,15,1,0,0,1.7496276488753786,49.530677043430714,0.39996384836924614,0.626524374820292
narrow,no_edges,5,16,0,2,1,0.11898430407244068,28.374391751297082,1.6611363065026268,0.6300743863297006
narrow,local_graph,5,16,0,0,0,1.0382651862273653,33.77917311988626,1.4100680649435735,0.6237535310598711
narrow,global_graph,5,16,0,0,0,1.6468904439957515,36.177451806936425,1.0364418356021492,0.6377858769459029
narrow,no_edges,5,17,1,1,1,0.31733414230646045,46.124741253817994,0.47558390670693546,0.6415143356813738
narrow,local_graph,5,17,1,2,1,0.28073063932082387,48.35929010324171,0.47768321252857937,0.6547091955629488
narrow,global_graph,5,17,1,2,1,0.24571217583201035,86.68415890831243,0.42186800508963335,0.6380554346833378
narrow,no_edges,5,18,0,1,1,0.5633070952286752,40.60543475603527,1.1650381232923193,0.6356901838444173
narrow,local_graph,5,18,0,1,1,0.09140888377388712,45.5572757264627,0.7440174786750835,0.6345228990539908
narrow,global_graph,5,18,1,2,1,0.14882046539305335,81.75090319849015,0.2914820918225323,0.6366908026393503
narrow,no_edges,5,19,0,1,1,0.44710203945126126,41.0313715577707,1.2852423311037213,0.6418909489487609
narrow,local_graph,5,19,0,1,1,0.10830190908475522,47.30995475931629,0.7534998046667825,0.649862396918858
narrow,global_graph,5,19,1,1,1,0.09742535627966045,52.728556811496894,0.2731696910532527,0.6342627060472626
narrow,no_edges,10,10,0,3,1,0.21032623475175902,77.4391324202651,1.6259168332441036,0.7297035190276802
narrow,local_graph,10,10,1,3,1,0.17224922398021367,114.90050181645779,0.48334395324044727,0.7251012255437672
narrow,global_graph,10,10,0,3,1,0.11627693003231691,83.38599338762594,1.196241028043204,0.7303050253540277
narrow,no_edges,10,11,0,4,1,0.050843350951018614,74.52849863912309,0.9080819833582277,0.723241981662189
narrow,local_graph,10,11,1,3,1,0.24092896869897282,123.88957039903359,0.3407087379050767,0.7220477680675685
narrow,global_graph,10,11,0,2,1,0.038469104707498515,88.0602794682799,0.8754692114728408,0.742209687208136
narrow,no_edges,10,12,1,5,1,0.11348261375759063,83.34820335884001,0.6064717137699954,0.7333607335264484
narrow,local_graph,10,12,1,5,1,0.28717176480268636,163.93493018990458,0.3196147144522415,0.7153524241099755
narrow,global_graph,10,12,1,4,1,0.04405074966199193,166.62357122614443,0.315392949046499,0.7490665710065514
narrow,no_edges,10,13,0,5,1,0.07017137919327873,90.30624378888423,0.7260061426808668,0.7243187593606611
narrow,local_graph,10,13,1,4,1,0.30671902759660713,166.0192229116645,0.26323075755157105,0.7530979346483946
narrow,global_graph,10,13,1,4,1,0.12937847977778424,168.61353006372659,0.25922114907821114,0.765966298058629
narrow,no_edges,10,14,0,4,1,0.06553497617371325,88.64423270657417,0.7480890997274666,0.7379252191943427
narrow,local_graph,10,14,1,4,1,0.06775485913610582,171.85209210036598,0.2241942668256239,0.7361224115205308
narrow,global_graph,10,14,1,4,1,0.09255046365993684,169.5669967034055,0.2748151202737211,0.792421829343463
narrow,no_edges,10,15,0,4,1,0.04446237872072239,75.88681193369409,0.6627167647113195,0.748515078642716
narrow,local_graph,10,15,1,6,1,0.13537786598817417,173.55108315285227,0.5003691160183166,0.7468693889677525
narrow,global_graph,10,15,1,4,1,0.09857227735978048,142.59738628290418,0.29514996864123955,0.7554631699652722
narrow,no_edges,10,16,0,4,1,0.3567576890337308,59.155705123010534,1.8999220233380303,0.7575371748923013
narrow,local_graph,10,16,1,5,1,0.056208429474541015,88.3783847539799,0.3502876762951396,0.7311523387519022
narrow,global_graph,10,16,0,5,1,0.03990229711749809,62.942212437447274,1.3095346654061795,0.7398060193130126
narrow,no_edges,10,17,0,6,1,0.07872898457290431,85.04653036881946,0.8125533006512778,0.7409738920008143
narrow,local_graph,10,17,1,4,1,0.14061781125329326,167.24644662141358,0.2581864614133678,0.7411154840762416
narrow,global_graph,10,17,1,4,1,0.029137282724999724,165.93918354832945,0.3092957355532864,0.7373616778446982
narrow,no_edges,10,18,0,5,1,0.10468807279592021,80.65445364129121,0.8679234994056795,0.7267616456374526
narrow,local_graph,10,18,1,5,1,0.37651443094104636,156.69914718267884,0.3165565653811988,0.7539283387207737
narrow,global_graph,10,18,1,4,1,0.0648123615469348,114.8997793487637,0.22655882189828253,0.7628631519360675
narrow,no_edges,10,19,0,3,1,0.10047062167922222,76.53223071042993,1.3545509306594468,0.771153304958716
narrow,local_graph,10,19,1,3,1,0.1799802878625504,135.516482201599,0.34883953188842065,0.7630257653848579
narrow,global_graph,10,19,1,2,1,0.06322120295711468,110.83977606079708,0.5669475612618499,0.7688576607809713
narrow,no_edges,20,10,0,21,1,0.04184535587384122,139.33611845176648,1.664329392248473,0.9582344869462153
narrow,local_graph,20,10,0,21,1,0.09556114178916142,182.6299547858831,0.8676191353597076,0.9444151849796375
narrow,global_graph,20,10,0,24,1,0.011017771945620933,151.43640109664761,1.2210076665064973,0.9534225585715225
narrow,no_edges,20,11,1,19,1,0.13439118525336616,154.14314075027568,0.6340670130646444,0.9399045976654937
narrow,local_graph,20,11,1,21,1,0.02523502236349617,278.35731049255355,0.35994375617164476,0.943602699165543
narrow,global_graph,20,11,0,25,1,0.06702703405702388,182.01773987650154,0.8898665817785114,0.9615753563897064
narrow,no_edges,20,12,0,27,1,0.07651944934902619,174.39286277086487,0.662929803265669,0.9497945623782774
narrow,local_graph,20,12,1,38,1,0.13728517907965032,334.0422194019127,0.3762353307319481,0.9418107627425343
narrow,global_graph,20,12,1,29,1,0.014093809604909094,338.01956792867213,0.3381408375409672,0.9387483645696193
narrow,no_edges,20,13,0,30,1,0.03762088301444666,171.55408257364755,1.0244144279517884,0.949231048192208
narrow,local_graph,20,13,1,29,1,0.04676203852868685,320.9026124198278,0.28696945413957053,0.9568826644681394
narrow,global_graph,20,13,1,24,1,0.026413604193171614,319.06188802982194,0.27834435578447103,0.9574540716130286
narrow,no_edges,20,14,0,33,1,0.062125932967057464,175.326897623038,0.7599484305844244,0.9468928736168891
narrow,local_graph,20,14,1,29,1,0.067832793661064,337.85322038817253,0.22274372524249214,0.9411251812707633
narrow,global_graph,20,14,1,30,1,0.03712709088694695,341.4700075454013,0.3191920086119887,0.9697887386816243
narrow,no_edges,20,15,1,25,1,0.026014615851553766,164.10873583267536,0.6224906426860658,0.9621669092060378
narrow,local_graph,20,15,1,20,1,0.05929625736672276,327.31933471310896,0.36673557244359095,0.9679918002802879
narrow,global_graph,20,15,1,30,1,0.06658238157024876,324.67287091805827,0.32421206132792324,0.966322049498558
narrow,no_edges,20,16,0,16,1,0.06840080488402962,112.04495354646576,1.625591200560588,0.9545947735508283
narrow,local_graph,20,16,1,18,1,0.01708068281294985,189.05566642193006,0.35113386594480495,0.9332629502750933
narrow,global_graph,20,16,0,17,1,0.11636602935605452,146.89505746308203,0.8484142129006111,0.9404539673899611
narrow,no_edges,20,17,0,38,1,0.057232142469552875,168.36373962317748,0.8278917426439479,1.0008974311252434
narrow,local_graph,20,17,1,42,1,0.04402004268537751,327.1295424681045,0.2223478718561612,0.9691946324892342
narrow,global_graph,20,17,1,26,1,0.01469815549572806,332.2151497102064,0.31387035806244057,0.9618281309182445
narrow,no_edges,20,18,0,30,1,0.03630362651139298,153.331177011288,1.1823824873386124,0.948279870984455
narrow,local_graph,20,18,1,27,1,0.018579766955498653,287.50309533845245,0.318287163833492,0.9364783220613996
narrow,global_graph,20,18,1,25,1,0.025947747827967674,258.9078661260006,0.2715752477374534,0.9455593283443401
narrow,no_edges,20,19,0,23,1,0.018585742527865403,141.75584723455978,1.4194906779607481,0.9365973062813282
narrow,local_graph,20,19,1,20,1,0.03705633047377566,249.04136302794066,0.356329720615166,0.9641440585255623
narrow,global_graph,20,19,0,21,1,0.02832921955586598,190.8086727121125,0.9100039176119357,0.9473354749691983
