layout,method,robots,seed,success,strict_success,physical_collision_events,physical_collision_episode,collisions,collision_events,collision_episode,min_separation,path_length,steps,final_error,control_time_ms
narrow,attention,20,12,1,0,39,1,1011,49,1,0.009405383049069243,181.91068456897,240,0.5580720300583624,1.3850509906963755
narrow,transformer,20,12,1,0,24,1,565,27,1,0.03944374868390765,249.88720589453192,240,0.4778335590895292,1.4948980805153649
narrow,mlp,20,13,1,0,21,1,1050,30,1,0.03914818196641389,147.32445267776453,240,0.6317727107122183,0.5828631498540441
narrow,gnn,20,13,1,0,21,1,516,29,1,0.04676203852868685,320.9026124198278,240,0.28696945413957053,0.9218984089481334
narrow,attention,20,13,1,0,21,1,517,38,1,0.03608187452312593,206.1217311416851,240,0.6409921421746437,1.3701540185138583
narrow,transformer,20,13,0,0,26,1,663,37,1,0.018656345245092857,277.3716129377766,240,0.676521485047088,1.4369453264710803
narrow,mlp,20,14,1,0,25,1,908,35,1,0.01569984361210987,148.99210347623054,240,0.5916413075064425,0.5816109711304307
narrow,gnn,20,14,1,0,24,1,454,29,1,0.067832793661064,337.85322038817253,240,0.22274372524249214,0.9323010240526249
narrow,attention,20,14,1,0,23,1,768,34,1,0.06415746484656526,179.7077016666052,240,0.5266064058732498,1.3818879534179966
narrow,transformer,20,14,1,0,33,1,665,35,1,0.04829982779004467,293.95965655893133,240,0.48012085039856417,1.4531039206000667
narrow,mlp,20,15,0,0,16,1,489,20,1,0.05934344128402869,129.39143256874817,240,0.69189342401571,0.5846257670782506
narrow,gnn,20,15,1,0,14,1,265,20,1,0.05929625736672276,327.31933471310896,240,0.36673557244359095,0.9339971215619395
narrow,attention,20,15,0,0,23,1,959,28,1,0.03521346645242576,180.41186756603923,240,0.7392444209419112,1.3765363080892712
narrow,transformer,20,15,1,0,24,1,521,29,1,0.05038552895940337,276.28920804161174,240,0.5692769304441965,1.4273648014447342
narrow,mlp,20,16,1,0,14,1,599,19,1,0.004585484451297339,104.24455250430894,240,0.5978070222728158,0.5824616625128934
narrow,gnn,20,16,1,0,11,1,622,18,1,0.01708068281294985,189.05566642193006,240,0.35113386594480495,0.919806701131165
narrow,attention,20,16,1,0,22,1,707,32,1,0.01334817109414604,133.6594033589575,240,0.6049135734480972,1.3604323981174578
narrow,transformer,20,16,0,0,23,1,1400,27,1,0.003728477285560979,92.80857565477025,240,3.111922899335086,1.4408994524274021
narrow,mlp,20,17,1,0,27,1,1054,34,1,0.032076930889962066,141.63826834965224,240,0.5986185057114298,0.5851484311278909
narrow,gnn,20,17,1,0,23,1,472,42,1,0.04402004268537751,327.1295424681045,240,0.2223478718561612,0.9299230897643914
narrow,attention,20,17,1,0,25,1,702,28,1,0.038118953404098065,190.9619814818291,240,0.5947112081540279,1.3892977362653862
narrow,transformer,20,17,1,0,28,1,645,38,1,0.06365600608903982,285.8019667965451,240,0.5176120382443774,1.4552403959290434
narrow,mlp,20,18,1,0,19,1,1063,24,1,0.02611861372637932,130.4291946251825,240,0.5750922387667644,0.5968307591198633
narrow,gnn,20,18,1,0,21,1,461,27,1,0.018579766955498653,287.50309533845245,240,0.318287163833492,0.9308403474278748
narrow,attention,20,18,1,0,28,1,376,29,1,0.00959131695464618,202.57141548508014,240,0.6125696350507426,1.379551268958797
narrow,transformer,20,18,0,0,30,1,894,50,1,0.00617292582511871,250.1007590801998,240,0.7158625000259868,1.447633847904702
narrow,mlp,20,19,1,0,18,1,1032,23,1,0.061227310452861505,127.34988294075859,240,0.5998571336478127,0.5910843009284387
narrow,gnn,20,19,1,0,12,1,398,20,1,0.03705633047377566,249.04136302794066,240,0.356329720615166,0.9378281810010473
narrow,attention,20,19,0,0,18,1,406,28,1,0.03368764504206822,180.56843314937544,240,0.6581785303924969,1.39663849840872
narrow,transformer,20,19,0,0,25,1,480,26,1,0.04405665167909612,208.4712376196911,240,0.9682691260141413,1.4306328686264653
