layout,variant,robots,seed,success,strict_success,physical_collision_events,physical_collision_episode,collision_events,collision_episode,min_separation,path_length,final_error,control_time_ms
open,local_graph,5,16,1,0,2,1,2,1,0.07436650662533599,31.27484576974925,0.5827128835332156,0.5355729915512105
open,global_graph,5,16,0,0,2,1,2,1,0.1352958015023824,116.48009146314605,1.4298348107769177,0.537899121021231
open,no_edges,5,17,1,0,1,1,2,1,0.38293335907754017,31.246613237909393,0.5869985695209694,0.5370935755005727
open,local_graph,5,17,1,0,2,1,2,1,0.029022770970747173,42.89225520640612,0.5995381878418573,0.5346337895995626
open,global_graph,5,17,0,0,2,1,2,1,0.01225442514324546,123.65926467889207,1.1393579184847467,0.5380126744663963
open,no_edges,5,18,1,0,1,1,1,1,0.1405056445472857,34.913091499703924,0.5999925059701459,0.5359553499147296
open,local_graph,5,18,1,0,2,1,2,1,0.1634574166791571,46.87885612751307,0.6146821115292875,0.5335785118707767
open,global_graph,5,18,0,0,2,1,2,1,0.20896819931247151,123.74081429809486,1.1568626955083277,0.5425748357083648
open,no_edges,5,19,1,0,1,1,1,1,0.13595881288236494,32.220898015900985,0.5920337225148916,0.5465496447868645
open,local_graph,5,19,1,0,2,1,2,1,0.16412605548618125,45.699454365010034,0.6140962990827468,0.5497465239992986
open,global_graph,5,19,0,0,2,1,2,1,0.22653025955025502,124.0616166195952,1.0902470312108319,0.5522172548808157
open,no_edges,10,10,1,0,4,1,5,1,0.16389233609988613,61.86125372136562,0.5859649196695417,0.5496700158497939
open,local_graph,10,10,0,0,5,1,5,1,0.1687575057002681,237.9555646836085,1.5748363605545328,0.5397689994424582
open,global_graph,10,10,0,0,5,1,5,1,0.06132509808530642,236.7100842494789,1.5586571610594773,0.5451095659130564
open,no_edges,10,11,1,0,5,1,5,1,0.3902371943029144,56.48697023802581,0.5765060628757116,0.5426054859223465
open,local_graph,10,11,0,0,4,1,5,1,0.41098785305605223,240.25593568471442,1.0428177564562922,0.5396757798735052
open,global_graph,10,11,0,0,7,1,5,1,0.2631212186743811,231.40564842801277,1.2055639765282085,0.5433144086661438
open,no_edges,10,12,1,0,5,1,5,1,0.26327782337542294,67.88677125988471,0.5843709543029996,0.5424225819297135
open,local_graph,10,12,0,0,0,0,7,1,0.5615061376693161,247.07069675490118,1.2598587085622026,0.5387531612844517
open,global_graph,10,12,0,0,3,1,8,1,0.49930576546734357,242.7676566923672,1.326307159589325,0.5454823762799302
open,no_edges,10,13,1,0,4,1,4,1,0.08917449389636496,66.94098318162554,0.5924234293860986,0.5405844441459825
open,local_graph,10,13,0,0,7,1,8,1,0.2732552830947412,243.7537934296551,1.4191460769376838,0.5382682584847013
open,global_graph,10,13,0,0,7,1,5,1,0.19969328915530493,241.78664201507559,1.5854978343862318,0.5428894908012202
open,no_edges,10,14,1,0,4,1,4,1,0.03297365664081778,72.2388716744626,0.599424859379582,0.5431233439594507
open,local_graph,10,14,0,0,6,1,7,1,0.1053037594184513,241.62582519764544,1.3071890548188343,0.5389392880412439
open,global_graph,10,14,0,0,5,1,5,1,0.11587259691360519,240.54578135527427,1.4740607253880005,0.5546659735652307
open,no_edges,10,15,1,0,5,1,5,1,0.3440917957205665,62.63326727835825,0.5806321659715571,0.5211900279391557
open,local_graph,10,15,0,0,3,1,10,1,0.24434982537867259,244.08842268264738,1.0057196683862006,0.5194253889688601
open,global_graph,10,15,0,0,3,1,7,1,0.08833799406248279,238.28084947784492,1.2756250307083232,0.5137551168445498
open,no_edges,10,16,1,0,5,1,5,1,0.07127950622688703,52.2257215229024,0.5760750634756759,0.5093885061796755
open,local_graph,10,16,0,0,5,1,5,1,0.11488711439812162,244.940076659294,0.961242242678043,0.5064873781520873
open,global_graph,10,16,0,0,7,1,5,1,0.20066703396345606,230.3923554175615,1.3237532730437744,0.5116799186604718
open,no_edges,10,17,1,0,4,1,4,1,0.07541044976874671,66.16105129898907,0.5953058147932795,0.5091961143383136
open,local_graph,10,17,0,0,7,1,8,1,0.12394907111552524,243.2378253223167,1.4080047586188058,0.5066816209970663
open,global_graph,10,17,0,0,7,1,5,1,0.1625075687369349,241.14591711947054,1.488913702140581,0.5116350017488003
open,no_edges,10,18,1,0,4,1,5,1,0.10830771297520543,64.70039882553026,0.5918346589790827,0.5107623893612375
open,local_graph,10,18,0,0,7,1,7,1,0.29098480632621776,244.33344128806152,1.4063654350868813,0.5056191371598592
open,global_graph,10,18,0,0,7,1,7,1,0.14649375270750983,242.01861300914496,1.5934585583937337,0.5111100132732341
open,no_edges,10,19,1,0,4,1,5,1,0.054207146254154445,65.35889498644806,0.5920076355870652,0.5090171781678995
open,local_graph,10,19,0,0,5,1,7,1,0.2213405716627016,240.28262642423198,1.6086150705512297,0.517099496209994
open,global_graph,10,19,0,0,5,1,5,1,0.041585400825485896,241.2028965015736,1.593656368497142,0.5482797084065775
open,no_edges,20,10,1,0,19,1,20,1,0.06936646028007488,116.8065612181337,0.5823336598375328,0.5868659354746342
open,local_graph,20,10,0,0,16,1,24,1,0.02718879079944655,473.1267564184952,1.5460775295870706,0.5580601437638203
open,global_graph,20,10,0,0,20,1,22,1,0.06900789043033136,463.1017914535348,1.5208116590500174,0.5610347744853547
open,no_edges,20,11,1,0,17,1,19,1,0.0593725322818835,115.72040789782092,0.5783361099565236,0.557473887844632
open,local_graph,20,11,0,0,12,1,43,1,0.08166738728955363,474.5296925577399,0.8979647969439888,0.5452912262020012
open,global_graph,20,11,0,0,18,1,40,1,0.051874070232875484,466.80898091895665,1.224017129990759,0.5434473394416273
open,no_edges,20,12,1,0,24,1,25,1,0.023732771707163043,138.48833443134103,0.5862479584702053,0.5371621092005322
open,local_graph,20,12,0,0,31,1,36,1,0.043071314946700086,457.3662410265684,1.264898977286965,0.533372035715729
open,global_graph,20,12,0,0,29,1,41,1,0.015070813378154793,477.0329752825112,1.4450721867476404,0.5371156905312091
open,no_edges,20,13,1,0,17,1,23,1,0.05509522697838736,131.06809886238955,0.5920918011505967,0.5363660418273261
open,local_graph,20,13,0,0,24,1,35,1,0.013397390703797031,477.34650146010904,1.51512223646534,0.5345521436538547
open,global_graph,20,13,0,0,22,1,30,1,0.085745844579333,481.9078795760173,1.5007076409250362,0.5373530613724142
open,no_edges,20,14,1,0,17,1,27,1,0.0416098281197673,128.48659083536307,0.5916514123712157,0.5342745571397245
open,local_graph,20,14,0,0,29,1,40,1,0.04592747312769403,476.39201078402766,1.50678282211218,0.5445177686245491
open,global_graph,20,14,0,0,24,1,39,1,0.09790117916741169,481.8087032975388,1.4969687085343768,0.5544822837691754
open,no_edges,20,15,1,0,19,1,22,1,0.028642655213950787,128.53621212654724,0.5821957352664103,0.5326954977742085
open,local_graph,20,15,0,0,21,1,33,1,0.023726524121832515,472.38790838787537,1.1903293439435692,0.5335223472987612
open,global_graph,20,15,0,0,22,1,34,1,0.08372329996512473,480.34224643771586,1.3004863817465568,0.5434963153675199
open,no_edges,20,16,1,0,15,1,19,1,0.018844981163579872,103.26730595286277,0.5766439965832093,0.5734376434702426
open,local_graph,20,16,0,0,25,1,23,1,0.05274011924130799,460.45009743123984,1.4266333854948052,0.5695383510707567
open,global_graph,20,16,0,0,27,1,27,1,0.0485598397624899,465.26034968021366,1.3403577120207422,0.5727686725246409
open,no_edges,20,17,1,0,16,1,27,1,0.054958277946854005,124.6560631511859,0.5911536931927512,0.5765024611415962
open,local_graph,20,17,0,0,22,1,39,1,0.021397725216754645,478.08303549841696,1.5174006612627324,0.5712888494599611
open,global_graph,20,17,0,0,23,1,35,1,0.05019543552899441,482.6121981523888,1.5021553637049188,0.5490907603719583
open,no_edges,20,18,1,0,18,1,23,1,0.044511446142481634,126.81415394838204,0.5914757226153019,0.5475950815404454
open,local_graph,20,18,0,0,22,1,27,1,0.0713715844983767,479.425288416352,1.516378191445523,0.5853006907273084
open,global_graph,20,18,0,0,23,1,26,1,0.07534604070760355,480.1549607770337,1.4940933813305408,0.6067412808382263
open,no_edges,20,19,1,0,18,1,21,1,0.012214685579237985,124.36738580764275,0.5890782791769492,0.547041951601083
open,local_graph,20,19,0,0,20,1,27,1,0.06248395414498688,471.60220987341006,1.3493354784356555,0.5595072968086848
open,global_graph,20,19,0,0,21,1,29,1,0.09899666584490507,477.9016991487654,1.4881836148477958,0.595680393356209
random,no_edges,5,10,0,0,1,1,1,1,0.19805687605263095,35.7210583115431,0.6605981316955284,0.7573694495173792
random,local_graph,5,10,1,0,2,1,2,1,0.13775926884652093,56.66495835940589,0.4852153250744344,0.7513889848875502
random,global_graph,5,10,0,0,2,1,2,1,0.108405904519209,52.69447369765766,0.7273250114695327,0.7621565057585636
random,no_edges,5,11,0,0,2,1,2,1,0.02067750771081925,18.97657795705619,0.6610820617122151,0.773052591830492
random,local_graph,5,11,1,0,3,1,3,1,0.05857765855804349,59.317095094701514,0.5776829458565931,0.7542105352816483
random,global_graph,5,11,1,0,2,1,2,1,0.05111527475901398,86.72874890348277,0.4310766162073135,0.7624626043252647
random,no_edges,5,12,1,0,2,1,2,1,0.048483426014792066,28.143134874409274,0.4709283958664766,0.7435416201284776
random,local_graph,5,12,1,0,1,1,2,1,0.19370099030247132,78.31455735720907,0.37704743142452785,0.7424368329035739
random,global_graph,5,12,1,0,1,1,2,1,0.11858644734622635,74.73091639900201,0.40939724882804895,0.750641532552739
random,no_edges,5,13,1,0,1,1,2,1,0.30897223028394954,40.097280878830794,0.5356450073291884,0.7444717436252782
random,local_graph,5,13,1,0,1,1,2,1,0.08914116203760421,40.94410051628905,0.5439581394703904,0.7396525742175678
random,global_graph,5,13,1,1,0,0,0,0,1.2627205408925875,48.95715812529723,0.18703916668578802,0.7504681793806871
random,no_edges,5,14,1,0,1,1,2,1,0.1656465589525366,40.86316637123975,0.4744805582310165,0.7457983932302644
random,local_graph,5,14,1,0,4,1,4,1,0.06610454194406407,62.94097333722901,0.4830910423380902,0.742232232975463
random,global_graph,5,14,1,0,3,1,4,1,0.06012456483375191,54.23535512599483,0.25404127772676166,0.7739640735740485
random,no_edges,5,15,0,0,0,0,1,1,0.7067993855886899,54.2725314354866,0.7064034907430032,0.7469048801188668
random,local_graph,5,15,1,0,3,1,3,1,0.3302420810410023,66.64341775243841,0.546463838826756,0.7419860417333742
random,global_graph,5,15,1,0,3,1,3,1,0.07132887647244178,68.61540012613054,0.5603700040106692,0.7563567526328067
random,no_edges,5,16,0,0,3,1,3,1,0.07974989680348996,47.889317475589145,0.6643022946963801,0.745765680524831
random,local_graph,5,16,0,0,3,1,3,1,0.32762938784079076,45.609905743021756,0.7240311259496334,0.753928676325207
random,global_graph,5,16,1,0,4,1,5,1,0.2282927452117806,45.14783325324001,0.4877957263649563,0.7603232904026905
random,no_edges,5,17,1,0,1,1,1,1,0.36474162268698584,44.40006666080515,0.6149164071050888,0.7491143517351398
random,local_graph,5,17,1,0,1,1,1,1,0.1943032163079586,51.659001094024404,0.5429029669236201,0.7455345456643651
random,global_graph,5,17,1,0,1,1,1,1,0.29487183007884193,72.6339373960719,0.3430532732088261,0.7607169003070643
random,no_edges,5,18,0,0,3,1,3,1,0.1697058618536695,49.09299170445323,0.7090746683233482,0.773659092374146
random,local_graph,5,18,0,0,2,1,3,1,0.2333108867453422,57.90241958573766,0.6515199115068538,0.7433422763521472
random,global_graph,5,18,1,0,8,1,5,1,0.4147406708246874,76.16566426786578,0.42934920132610566,0.7557656693582734
random,no_edges,5,19,1,0,3,1,3,1,0.1678088367017619,39.00600610527432,0.5570951560406294,0.751952202214549
random,local_graph,5,19,1,0,2,1,2,1,0.25356141959601625,59.79848490806628,0.42768734448415274,0.7580125432771941
random,global_graph,5,19,1,0,4,1,4,1,0.4150938202659111,97.43185535497882,0.43586943675213474,0.7718143907065192
random,no_edges,10,10,0,0,4,1,4,1,0.24090224573248525,83.12576746483893,0.7009596281550778,0.9839763729056964
random,local_graph,10,10,1,0,4,1,6,1,0.03712004283759235,126.03150900194284,0.3635667628681307,0.9846178543133041
random,global_graph,10,10,1,0,6,1,7,1,0.06410506321421017,111.53277543310237,0.4096315737970152,0.9858456770113359
random,no_edges,10,11,1,0,5,1,6,1,0.2682277027573425,92.11521538669562,0.6039682177158249,0.9957205407166233
random,local_graph,10,11,1,0,7,1,8,1,0.14857645361394675,93.4488447647637,0.4207269734893819,1.006282805853213
random,global_graph,10,11,1,0,5,1,5,1,0.01911509347984166,140.18023777844132,0.2670484046199125,1.0003170425382752
random,no_edges,10,12,1,0,10,1,12,1,0.013853846594931123,105.29183173180634,0.5154509874062503,0.9914302228329083
random,local_graph,10,12,1,0,9,1,12,1,0.0029747754334153815,147.57362716574522,0.325420314256402,0.9914651862345636
random,global_graph,10,12,1,0,7,1,8,1,0.01777259326451571,144.23526241708385,0.3007861287924769,0.9895163724043717
random,no_edges,10,13,1,0,2,1,4,1,0.1408310791054802,90.76149211832988,0.5765118618747651,0.9758891460175315
random,local_graph,10,13,1,0,4,1,5,1,0.11350436187603827,98.34620671812517,0.544704333343485,0.9768401835268984
random,global_graph,10,13,1,0,5,1,5,1,0.16950235045108394,122.62353025035071,0.2929373300723298,0.985135002216945
random,no_edges,10,14,0,0,3,1,5,1,0.05740030920248116,73.33174387925445,0.8665141312623061,0.9749647443337986
random,local_graph,10,14,1,0,5,1,6,1,0.12851542094380544,89.5899720535126,0.4556248184849342,1.0003156746582438
random,global_graph,10,14,1,0,5,1,6,1,0.07482719801639455,99.65708044273664,0.429168661777897,0.9945325475806991
random,no_edges,10,15,0,0,5,1,5,1,0.056213568973325134,70.61483737910238,0.921196888921721,0.9956172298795233
random,local_graph,10,15,1,0,5,1,8,1,0.1031161217530914,123.13785685705824,0.4527470893352927,0.9773816273082048
random,global_graph,10,15,1,0,7,1,10,1,0.09511277075256404,113.77064846519626,0.3731761350844923,0.9853601998959979
random,no_edges,10,16,1,0,5,1,5,1,0.1944776653155279,85.93319658837109,0.6040291677321031,1.0084127211788048
random,local_graph,10,16,1,0,6,1,7,1,0.07341817571864759,96.03647136384357,0.37214606091238456,0.9998287539929152
random,global_graph,10,16,1,0,4,1,7,1,0.10388877498616306,108.69126578498079,0.29014906848709454,1.0001822161333014
random,no_edges,10,17,1,0,5,1,7,1,0.07661691622040849,92.55900857590075,0.6318634804577313,0.9918992989696562
random,local_graph,10,17,1,0,6,1,6,1,0.07051484685900263,146.01232544299359,0.4391374402632854,0.996716171115016
random,global_graph,10,17,1,0,7,1,7,1,0.20138104563669618,150.89935352102347,0.3294460076468065,0.9952714220465472
random,no_edges,10,18,0,0,4,1,4,1,0.0682128033269822,70.69276175795733,1.0868017457372818,0.99321721548525
random,local_graph,10,18,0,0,4,1,5,1,0.053863087653266084,86.18092453522169,1.1094997341582444,0.9882964329638829
random,global_graph,10,18,0,0,5,1,5,1,0.13767615317396772,88.2724985909177,1.0169334037478968,0.9942532361795505
